muestra,t,M 5A,DUT 30A,
33,17087,6.101,217.699,
34,17617,6.203,223.524,
35,18151,4.939,222.774,
36,18683,4.542,217.018,
37,19216,6.487,218.811,
38,19745,6.431,215.907,
39,20280,5.884,224.664,
40,20810,6.160,223.611,
41,21343,5.791,222.614,
42,21875,5.838,225.768,
43,22408,5.489,217.494,
44,22938,6.403,220.550,
45,23472,4.884,223.121,
46,24008,5.187,172.773,
47,24540,4.914,139.256,
48,25072,5.929,134.867,
49,25605,6.296,137.546,
50,26137,4.639,138.342,
muestra,t,M 5A,DUT 30A,
2,550,7.283,141.958,
3,1094,5.989,227.122,
4,1631,5.728,466.940,
5,2164,5.506,285.809,
6,2696,5.876,140.099,
7,3230,5.424,137.193,
8,3762,6.101,137.181,
9,4295,5.117,141.640,
muestra,t,M 5A,DUT 30A,
2,540,6.318,138.939,
3,1071,6.542,210.210,
4,1604,6.101,462.940,
5,2134,6.727,327.304,
6,2668,5.586,141.776,
7,3199,5.982,137.322,
8,3731,4.963,136.590,
9,4263,6.514,137.487,
muestra,t,M 5A,DUT 30A,
2,538,5.017,139.428,
3,1071,5.922,208.960,
4,1606,5.194,466.728,
5,2139,6.182,318.979,
6,2670,6.942,142.459,
7,3203,5.431,139.799,
8,3734,5.689,137.652,
9,4269,6.004,140.794,
muestra,t,M 5A,DUT 30A,
2,541,5.106,136.044,
3,1070,5.296,182.571,
4,1604,6.523,470.161,
5,2134,5.673,323.329,
6,2668,6.968,139.799,
7,3199,6.811,143.320,
8,3733,5.845,143.139,
9,4264,5.424,136.958,
muestra,t,M 5A,DUT 30A,
2,537,6.338,134.915,
3,1071,6.431,208.789,
4,1602,5.783,461.757,
5,2136,5.997,309.362,
6,2668,5.424,135.465,
7,3206,6.569,140.053,
8,3739,5.374,139.550,
9,4271,6.012,137.157,
muestra,t,M 5A,DUT 30A,
2,539,5.464,138.659,
3,1072,5.729,196.649,
4,1604,6.079,462.309,
5,2137,5.602,313.148,
6,2669,5.891,137.464,
7,3202,6.195,139.295,
8,3734,6.403,139.381,
9,4266,5.245,137.652,
muestra,t,M 5A,DUT 30A,
2,539,5.011,137.405,
3,1072,6.514,208.432,
4,1605,5.760,459.312,
5,2138,5.705,328.966,
6,2672,5.944,138.901,
7,3204,5.937,139.056,
8,3736,6.160,140.584,
9,4268,5.891,138.659,
muestra,t,M 5A,DUT 30A,
2,544,5.891,140.607,
3,1076,5.642,213.571,
4,1607,5.594,449.221,
5,2140,5.626,310.386,
6,2673,7.225,139.388,
7,3206,5.211,139.009,
8,3739,5.256,143.429,
9,4271,5.594,141.135,
muestra,t,M 5A,DUT 30A,
2,541,5.586,139.202,
3,1072,5.586,207.870,
4,1605,7.430,453.760,
5,2137,6.528,303.019,
6,2671,6.907,140.977,
7,3203,5.814,138.426,
8,3737,6.004,139.596,
9,4269,5.414,138.122,
muestra,t,M 5A,DUT 30A,
2,538,5.658,137.393,
3,1072,6.181,209.263,
4,1605,5.861,458.394,
5,2143,5.884,288.418,
6,2675,5.642,137.228,
7,3208,5.682,141.252,
8,3741,5.814,139.521,
9,4274,6.324,133.133,
muestra,t,M 5A,DUT 30A,
2,540,5.626,135.686,
3,1072,6.624,184.002,
4,1604,6.718,466.145,
5,2137,5.689,321.018,
6,2668,6.012,139.474,
7,3202,6.310,145.196,
8,3733,6.275,135.758,
9,4266,5.011,138.994,
muestra,t,M 5A,DUT 30A,
2,540,5.666,136.107,
3,1073,5.082,196.123,
4,1607,5.736,449.272,
5,2139,5.729,334.658,
6,2672,6.851,144.870,
7,3205,5.868,145.552,
8,3743,6.750,138.202,
9,4276,4.847,137.264,
muestra,t,M 5A,DUT 30A,
2,538,4.902,135.035,
3,1071,6.027,210.549,
4,1602,6.042,460.142,
5,2136,5.982,311.188,
6,2668,6.547,140.633,
7,3236,5.814,140.422,
8,3767,6.423,137.968,
9,4300,5.513,141.662,
muestra,t,M 5A,DUT 30A,
2,540,5.313,141.890,
3,1076,5.424,200.018,
4,1609,6.437,461.528,
5,2141,5.071,318.843,
6,2674,7.369,140.007,
7,3205,6.451,139.156,
8,3739,7.562,138.239,
9,4269,5.578,137.652,
muestra,t,M 5A,DUT 30A,
2,544,5.594,139.009,
3,1076,5.414,214.660,
4,1608,5.421,457.043,
5,2139,6.389,331.338,
6,2673,5.989,138.854,
7,3205,6.758,140.952,
8,3739,5.929,142.344,
9,4269,6.542,140.053,
muestra,t,M 5A,DUT 30A,
2,539,5.626,135.686,
3,1070,6.261,203.084,
4,1603,5.658,453.738,
5,2135,5.658,318.070,
6,2668,5.682,142.390,
7,3200,6.347,142.050,
8,3733,5.944,138.924,
9,4265,5.594,139.799,
muestra,t,M 5A,DUT 30A,
2,538,6.145,140.053,
3,1071,6.798,209.702,
4,1603,5.496,443.369,
5,2140,6.514,332.547,
6,2673,5.211,141.662,
7,3204,5.089,137.793,
8,3736,5.876,140.353,
9,4268,5.347,137.934,
muestra,t,M 5A,DUT 30A,
2,539,5.082,138.318,
3,1072,6.247,213.556,
4,1604,5.545,456.490,
5,2137,6.637,316.356,
6,2668,6.381,143.946,
7,3202,6.057,138.543,
8,3734,6.093,140.265,
9,4267,5.689,139.891,
muestra,t,M 5A,DUT 30A,
2,541,5.713,139.457,
3,1073,5.323,201.385,
4,1605,6.811,474.029,
5,2137,5.626,298.152,
6,2671,5.473,144.416,
7,3203,5.431,145.583,
8,3737,5.682,142.662,
9,4286,7.096,142.754,
muestra,t,M 5A,DUT 30A,
2,539,5.906,140.145,
3,1072,6.064,213.070,
4,1604,4.722,464.301,
5,2138,5.170,302.407,
6,2669,5.262,142.663,
7,3203,5.506,139.272,
8,3734,5.414,140.261,
9,4267,4.975,140.587,
muestra,t,M 5A,DUT 30A,
2,539,5.397,143.568,
3,1072,4.975,188.141,
4,1605,5.960,462.232,
5,2138,5.489,332.839,
6,2670,5.279,144.780,
7,3203,5.899,139.457,
8,3734,6.651,140.330,
9,4267,5.967,138.653,
muestra,t,M 5A,DUT 30A,
2,540,4.993,139.017,
3,1111,5.141,233.593,
4,1642,5.489,452.029,
5,2176,5.176,269.409,
6,2708,5.082,141.274,
7,3242,5.899,140.931,
8,3774,5.618,140.656,
9,4308,6.478,137.734,
muestra,t,M 5A,DUT 30A,
2,540,5.347,140.215,
3,1071,5.124,199.546,
4,1604,5.071,458.027,
5,2135,5.089,323.829,
6,2668,5.594,143.771,
7,3198,6.130,139.056,
8,3731,6.347,141.776,
9,4262,4.981,138.449,
muestra,t,M 5A,DUT 30A,
2,537,5.407,136.580,
3,1072,5.064,201.081,
4,1603,6.602,450.999,
5,2135,5.503,315.346,
6,2671,5.698,139.110,
7,3203,5.752,137.793,
8,3736,5.204,136.486,
9,4268,5.752,133.134,
muestra,t,M 5A,DUT 30A,
2,539,5.340,137.734,
3,1071,5.035,208.556,
4,1604,5.838,463.873,
5,2137,5.464,337.609,
6,2669,6.437,139.804,
7,3201,5.347,140.492,
8,3733,4.921,136.580,
9,4266,6.012,137.087,
muestra,t,M 5A,DUT 30A,
2,541,5.135,137.991,
3,1072,5.952,188.623,
4,1606,6.395,460.022,
5,2137,4.816,307.241,
6,2669,6.195,141.731,
7,3202,5.666,137.687,
8,3734,5.106,146.071,
9,4271,5.602,139.040,
muestra,t,M 5A,DUT 30A,
2,538,5.861,133.934,
3,1071,5.822,199.614,
4,1603,5.431,462.072,
5,2136,5.064,316.021,
6,2668,5.357,141.480,
7,3201,5.211,139.474,
8,3732,6.431,138.893,
9,4264,5.053,142.913,
muestra,t,M 5A,DUT 30A,
2,539,6.338,139.504,
3,1070,4.779,213.116,
4,1604,5.561,442.865,
5,2135,4.963,308.922,
6,2669,5.390,145.174,
7,3200,5.768,133.571,
8,3733,5.457,140.449,
9,4265,5.390,139.619,
muestra,t,M 5A,DUT 30A,
2,538,5.176,136.353,
3,1072,5.745,204.140,
4,1609,5.578,448.832,
5,2140,5.545,307.157,
6,2673,6.275,139.149,
7,3205,5.117,140.541,
8,3738,5.211,139.335,
9,4269,5.814,137.228,
muestra,t,M 5A,DUT 30A,
2,539,5.729,137.475,
3,1072,5.364,191.535,
4,1603,6.203,466.894,
5,2136,6.375,300.865,
6,2668,5.634,134.508,
7,3201,5.313,139.521,
8,3732,4.760,136.779,
9,4299,5.374,137.099,

